id;created_at;text;retweet_count;favorite_count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1268116932387012609;2020-06-03 09:46:51;""F. 500 famílias do Maranhão são beneficiadas com instalação de novas cisternas de água; @mdregional_br @rogeriosmarinho"";1214;5419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1268116718188199936;2020-06-03 09:46:00;""C. Sanção da lei que desburocratiza e agiliza importação de produtos de combate ao covid-19;D. R$ 1","8 bilhão investidos em compras de insumos de saúde para o enfrentamento do vírus; @minsaude E. R$ 500 milhões empenhados pelo @MTurismo para financiar empresas do setor;"";1053;5084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1268116522268065793;2020-06-03 09:45:14;""Divulgações diárias nas redes sociais (final de maio / início de junho)A. Deflagrada 2a fase de investigações de desvios nos estados;B. 108 milhões de pagamentos da 1a e 2a parcelas do auxílio de R$600 realizados. 58","6 milhões de brasileiros alcançados; @MinCidadania"";5757;30996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267979146606645250;2020-06-03 00:39:21;- Povo armado legalmente jamais será ultrajado,roubado ou escravizado.- Acredito em Deus,no Brasil e na maioria do seu povo. https://t.co/BhjT340CMU;12708;57941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267943203795357697;2020-06-02 22:16:31;Os verdadeiros ANTIFASCISTAS- Tenente Carlos Santiago de Amorim,ex-Combatente na Segunda Guerra Mundial.- Aos LEGÍTIMOS heróis na luta pela liberdade contra o nazifascismo,a nossa continência e eterna gratidão! https://t.co/BPNnmm7Nb8;12740;60349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267898722802905094;2020-06-02 19:19:46;7- O @govbr publicou decreto que zera a alíquota de IOF para empresas distribuidoras de energia elétrica. Fato garante que evite repasse das variações nos valores dos consumidores,como as bandeiras nas contas de luz do brasileiro. @Minas_Energia https://t.co/EeCMr2HMla;2426;12872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267898618889023495;2020-06-02 19:19:21;6- O RN acaba de receber quase três toneladas de EPIs,enviados pelo @minsaude para o enfrentamento da covid-19 no Estado. São 358 caixas,com peso total de 2.940kg. Essa é mais uma confirmação das ações do governo federal junto de estados. @fabiofaria5555 @MInfraestrutura https://t.co/qOsjoXZ4C5;2654;13876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267898457987133440;2020-06-02 19:18:43;5- Brasil exportará castanha de baru para a Coreia do Sul. Seu crescente comércio virou fonte de renda para pequenos agricultores de Goiás e Tocantins,especialmente. O consumo mundial de castanhas e nozes tem crescido 6% ao ano. @Mapa_Brasil @TerezaCrisMS @MajorVitorHugo https://t.co/pSvoRHbgIF;1892;9737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267898281935491074;2020-06-02 19:18:01;4- O @mmeioambiente investe R$ 12 milhões para ajudar o Estado de Rondônia a encerrar TODOS os lixões. Será o primeiro Estado LixãoZero da Amazônia e estudos e desenvolvimento para outras regiões. Mais de 320 mil brasileiros atendidos! @rsallesmma https://t.co/ftePeV8HIb;1916;9580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267898084824145924;2020-06-02 19:17:14;3- O @mdregional_br concluiu as obras de funcionalidade ao Eixo Norte do Rio São Francisco,permitindo que as águas do Velho Chico abasteçam o CE ainda durante o mês de junho. Além do Ceará,o Eixo Norte tem como objetivo levar água ao RN e à PB. @rogeriosmarinho https://t.co/mbpgsYpQyY;2099;9862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267897890023919617;2020-06-02 19:16:28;2- A média diária de exames p/ detecção da Covid-19 dos Laboratórios Centrais de Saúde Pública passou de 1.689 em março p/ 7.624 em maio. Crescimento de 451% no total de testes realizados/dia. Dedicação de profissionais,permitindo que os setores funcionem 24h/dia,7 dias/semana. https://t.co/dFYjeEhcAb;1902;9985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267897498477170690;2020-06-02 19:14:54;1- O Brasil acaba de entrar no seleto grupo de nações que abrigam lançamentos de foguetes privados,como os da SpaceX. Após décadas,inicia-se nova fase de desenvolvimento,garantindo bilhões de reais ao país e região de Alcântara /MA. @mctic @Astro_Pontes @BolsonaroSP https://t.co/1xRMtFGfPh;9107;50211,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267894051119996928;2020-06-02 19:01:12;@MTurismo @secomvc @govbr @Marceloalvaroan 👍🏻;119;1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267892980939198465;2020-06-02 18:56:57;@AiltonBenedito 🇧🇷;978;12269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267884796367290371;2020-06-02 18:24:26;Mais detalhes: @tvbrasilgov @JusticaGovBR @AmendoncaMJSP https://t.co/re5GkcsJB7;2763;16821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267865586018762752;2020-06-02 17:08:06;""- Em clara medida de intimidação o movimento hacktivista """"Anonymous Brasil"""" divulgou",em conta do Twitter,dados do Presidente da República e familiares.- Medidas legais estão em andamento,para que tais crimes,"não passem impunes."";13579;110064",,,,,,,,,,,,,,,,,,,,,,,,,,
1267617675083161602;2020-06-02 00:42:59;- Conversei,na tarde de hoje,com o Presidente @realDonaldTrump,a quem agradeci o envio de 1.000 respiradores,sendo que 50 serão cedidos ao Paraguai.- Também conversamos sobre o  G-7 expandido,o qual o Brasil deverá integrar,bem como questões do aço brasileiro.;11922;80230,,,,,,,,,,,,,,,,,,,,,,,,
1267589337950060545;2020-06-01 22:50:23;- LIBERDADE DE EXPRESSÃO:. Link no YouTube: https://t.co/YSEvPCO3ej https://t.co/1xBL9Wn9Si;7972;41924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267496276888821762;2020-06-01 16:40:36;RT @ernestofaraujo: Cooperação Brasil-EUA no combate ao Covid-19 continua avançando. Chegaram hoje ao Brasil 2 milhões de doses de hidroxic…;6298;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267487748119826432;2020-06-01 16:06:42;"". 1744 leitos de UTI habilitados para o coronavírus;. 93.801.637 de EPIs enviados aos estados;. 15 mil respiradores adquiridos e consertados;. R$ 417","7 bilhões investidos no combate direto ao vírus (ESTADOS E MUNICÍPIOS).- O BRASIL NÃO PODE PARAR!"";3661;19435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267487684148297728;2020-06-01 16:06:27;""- Conforme divulgação diária nos órgãos do @govbr",seguem mais alguns pontos até aqui:. 11,4 milhões de medicamentos distribuídos;. 14 mil novos médicos;. 10,"6 milhões de testes enviados aos estados;. Impostos zerados sobre os insumos do covid-19; @minsaude / @MinEconomia"";5859;31366",,,,,,,,,,,,,,,,,,,,,,,,,,,
1267434732331184129;2020-06-01 12:36:02;Democracia: liberdade entre entre os poderes,sempre respeitando a Constituição e as leis. https://t.co/SvgKOmhxBu;8917;48169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267395989691908096;2020-06-01 10:02:05;5- Na manhã de sábado,o @MInfraestrutura liberou ➕ 32km de pavimentação na BR-230/PA (Transamazônica). A obra inclui a pavimentação de 101,9km. 90km estão concluídos. Já foram iniciados os trabalhos nos 12km restantes. O final da obra está previsto para novembro deste ano. https://t.co/UYCAdrRfDO;1809;10421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267395861383983105;2020-06-01 10:01:35;4- Construção de ponte sobre o rio Parnaíba,na BR-235/PI,entre Santa Filomenae Alto Parnaíba,está em ritmo acelerado. Ligação entre o PI e o MA,o empreendimento é anseio de moradores e produtores. O investimento tem mais de 60% de execução e deve ser entregue em dezembro. https://t.co/SQ8ePwFZ01;2114;11691,,,,,,,,,,,,,,,,,,,,,,,,,,
1267394788690661380;2020-06-01 09:57:19;3- As entregas de obras do @govbr não param! Mais 15 km de restauração e manutenção da BR-262/MS foram liberados ao tráfego. Somente em 2020,foram executados 30,29 km de serviços. O objetivo é completar os 25 km restantes em junho. https://t.co/hhMPAw6Ueo;1191;5614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267393818401345540;2020-06-01 09:53:28;2- Já são 74km duplicados na BR-116/RS,que interliga as principais regiões gaúchas e é a principal via de acesso ao Porto do RS. O Governo Federal,via 1• Batalhão Ferroviário do @exercito_oficial,vai cumprir o compromisso de entregar toda a extensão de 211km até ano que vem. https://t.co/Z0ZCrq2TJz;1427;6960,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267393267919982592;2020-06-01 09:51:16;1-Mais uma entrega: liberados mais 43,8 km de rodovia pavimentada na BR-432/RR,que também foram realizadas obras de drenagem,pavimentação e sinalização. A previsão do @minfraestrutura é pavimentar outros trechos até maio de 2021,somando novos 32 km a serem abertos ao tráfego. https://t.co/HKdlW7THQL;5442;28178,,,,,,,,,,,,,,,,,,,,,,,,,,
1267239905857585152;2020-05-31 23:41:52;@ernestofaraujo 🇧🇷👍🏻;1321;17823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267196698159448069;2020-05-31 20:50:10;- Estarei onde o povo estiver. https://t.co/iJJ4ASKOW7;15598;102290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267146972751966212;2020-05-31 17:32:35;""L. Entrega de kit Alimentação a 30 mil famílias de alunos do Programa Forças no Esporte; @DefesaGovBr M. 4.576 cestas básicas distribuídas em aldeia indígenas no momento em que os meios de sustento encontram-se escassos; @DHumanosBrasil"";1622;9560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267146859367280640;2020-05-31 17:32:08;""J. Antecipação da Garantia-Safra para mais de 120 mil famílias de 149 municípios; @Mapa_Brasil K. Mais de R$ 8",1 milhões para desenvolvimento de obras de saneamento em nove estados. Investimentos já chegam a R$ 30,"1 milhões; @mdregional_br"";1615;9766",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267146749476511750;2020-05-31 17:31:42;""H. 61 mil pessoas beneficiadas com o Programa Arrecadação Solidária. R$ 3",6 milhões arrecadados;I. R$ 220,"7 milhões em crédito emergencial dos fundos constitucionais já contratados por empreendedores do Norte e Nordeste;"";903;4799",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267146635903209474;2020-05-31 17:31:15;""G1. Criação do PRONAMPE para fortalecimento dos pequenos negócios. Até R$15",9 bilhões em linha de crédito especial. Detalhes: @MinEconomia G2. R$ 2,8 bilhões ja aprovados em linhas de crédito emergencial do @bndes . Até agora 7,"7 mil empresas socorridas;"";850;4227",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267146455300608003;2020-05-31 17:30:32;""D. Bandeira Verde na tarifa de energia até dezembro de 2020;E. Pescadores artesanais podem solicitar o auxílio emergencial mesmo recebendo seguro-defeso; @MinCidadania F. Início do Pagamento da segunda-parcela do 13 para aposentados e pensionistas do INSS; @MinEconomia"";914;4474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267146296152002561;2020-05-31 17:29:54;""B. Apesar da responsabilidade diante do trabalhador na pandemia ser dos estados e municípios",o @govbr desenvolve programa preservando até então mais de 8,"1 milhões de empregos no país;C. Quarta parcela do auxílio emergencial confirmada; @secomvc"";1099;5600",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267145828856139782;2020-05-31 17:28:02;""MAIS AÇÕES DO GOVERNO DO BRASIL desenvolvidas na terceira semana de maio. (Parte 3)A. 5","8% do PIB em esforço fiscal disponíveis para o combate ao covid-19. Proporcionalmente um dos maiores investimentos dos países emergentes no mundo;"";4796;28455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267131860653608961;2020-05-31 16:32:32;https://t.co/WRf5vXQxo6;6840;37032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267131820635828224;2020-05-31 16:32:22;https://t.co/6q9HEbq2h3;9186;49277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267096942821232640;2020-05-31 14:13:47;- Independentemente dos ataques que o @govbr vem sofrendo,seguimos trabalhando! Seguem mais detalhes dos últimos dias: @DHumanosBrasil @DamaresAlves @MinCidadania @onyxlorenzoni @Mapa_Brasil @TerezaCrisMS @mdregional_br @rogeriosmarinho @MinEconomia https://t.co/cuhmBQ2Pch;5981;27309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267030423231762434;2020-05-31 09:49:27;25- Independentemente dos ataques que o @govbr vem sofrendo diariamente,seguimos trabalhando.26- Sempre,para mais informações,sigam os Ministérios do Executivo Federal e os demais órgãos que o compõem a estrutura.;2740;16638,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267029754164711425;2020-05-31 09:46:48;""23- Sete toneladas de produtos serão entregues a 154 mil famílias em mais de três mil comunidades indígenas devido as restrições de comércio e obtenção de renda destas pessoas; @DHumanosBrasil 24- Prorrogação do prazo do para formalização das inscrições no FIES até 30 de junho;"";2514;15241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267029581816569857;2020-05-31 09:46:07;""22- Lançamento de mais uma plataforma virtual","economizando tempo e recursos ao brasileiro. https://t.co/z1Te0mwhfl para celular; @MinEconomia"";1338;6718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267029465521164291;2020-05-31 09:45:39;""20- Orientações a consumidores para negociações de contratos de transporte escolar; @MEC_Comunicacao 21- Consultas ao Pagamento da Garantia-Safra podem ser feitas pela internet; @Mapa_Brasil"";1189;6183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267029264802762752;2020-05-31 09:44:51;""17- Populações ribeirinhas do Pará e Amazonas recebem auxílio @Caixa por meio de agências-barco;18- Suspensão do pagamento de até quatro parcelas do FIES durante a pandemia;19- Prorrogação de Bolsas de mestrado e doutorado da Capes por 3 meses; @MEC_Comunicacao"";1219;6127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267028874560405506;2020-05-31 09:43:18;""14- Abertura de prazo até 4 de junho para contratação de mais profissionais de saúde em hospitais universitários; @MEC_Comunicacao 15- Mais de 23 mil brasileiros repatriados; @ItamaratyGovBr 16- SISU começa a oferecer vagas em cursos de ensino superior a distância;"";1251;6182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267028439862738945;2020-05-31 09:41:34;""11- R$ 2 bilhões liberados para hospitais filantrópicos;12 Mais de 300 mil kits de higiene com 1",5 milhão de produtos de limpeza e higiene,montados e distribuídos pela Forças Armadas; @DefesaGovBr 13- atingidas 2,"2 mil agências da @Caixa abertas aos sábados;"";1148;5375",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267027505208311808;2020-05-31 09:37:52;""8- 1.738 leitos exclusivos para covid-19 em Hospitais Universitários; @MEC_Comunicacao 9- Inauguração e Ala Indígena no Hospital de Manaus; @minsaude 10- Construção de centro hospitalar na Fiocruz para tratar casos graves de covid-19; @minsaude"";1143;5457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267026968026902528;2020-05-31 09:35:44;""6- 1.612 respiradores entregues nos estados e força tarefa reforma mais centenas destes aparelhos no Brasil ; @minsaude e @mctic 7- Nota informativa com orientações para uso da hidroxicloroquina no tratamento precoce da covid-19; @minsaude"";1212;5776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267026657136848896;2020-05-31 09:34:29;""3- Governo Americano anuncia doação de 1.000 respiradores ao Brasil; @ItamaratyGovBr 4- Autorizada a contratação de mais de 5.158 profissionais de saúde; @MinEconomia 5- 6.459 leitos de UTI exclusivos para covid-19 habilitados em todo Brasil; @minsaude"";1352;6023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267026227799490560;2020-05-31 09:32:47;""- DIVULGAÇÃO DE AÇÕES DIÁRIAS DO @govbr (terceira semana de maio)1- Mais de 200 mil brasileiros curados da covid-19; @minsaude 2- Mais 115 milhões de medicamentos","testes e EPIs distribuídos; @DefesaGovBr e @MInfraestrutura"";6610;31572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266897820218351618;2020-05-31 01:02:32;- O maior alvo de fakenews e grande prejudicado nas eleições presidenciais,chama-se: Jair Bolsonaro.- Aos fatos conhecidos por todos: https://t.co/lZTFkwJirR https://t.co/QDGy43tGk3;8390;33250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266851384613376010;2020-05-30 21:58:01;https://t.co/qV01inOcz8;4216;22633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266845260149293056;2020-05-30 21:33:41;Fakenews https://t.co/oAQZBPED0q;7582;43724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266838356220141568;2020-05-30 21:06:15;14. PR lhe concedeu a medalha do mérito naval,que a mídia entendeu como uma “provocação.” Presidente da Câmara,Rodrigo Maia,voltou a atacar Weintraub,lamentando o país ter um “ministro tão desqualificado.”;3969;24507,,,,,,,,,,,,,,,,,,,,,,,,,,
1266838327870791681;2020-05-30 21:06:08;13. Na capa da Folha de S. Paulo e do O Globo o fato do ministro da Educação,Abraham Weintraub,ter ficado calado no depoimento à Polícia Federal,no prédio do MEC,sobre suas declarações contra os ministros do STF na reunião ministerial do dia 22 de abril.;3462;22150,,,,,,,,,,,,,,,,,,,,,,,,,,
1266838282370981890;2020-05-30 21:05:57;12. Segundo a leitura política da mídia,o manifesto é uma reação à postura do atual PGR,Augusto Aras,que estaria favorecendo o PR,e foi escolhido fora da lista tríplice encaminhada ao Presidente da República.;3022;17418,,,,,,,,,,,,,,,,,,,,,,,,,,
1266838227178192896;2020-05-30 21:05:44;11. Jornais também destacaram na suas capas o manifesto dos procuradores da República,com a assinatura de 590 de 1.150 integrantes do MPF,para a adoção da lista tríplice para a nomeação do chefe da instituição.;3010;17399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1266838141702471684;2020-05-30 21:05:24;""10. O inquérito",diz o partido,"apresentava """"inquietantes indícios antidemocráticos""""",mas,um ano depois,"se converteu em um dos principais instrumentos de defesa da democracia"""". Oportunismo jurídico. O ministro Edson Fachin decidirá se aceita ou não o pedido da Rede."";3078;17672",,,,,,,,,,,,,,,,,,,,,,,,,
1266838058361643013;2020-05-30 21:05:04;9. Rede desistiu da ação,que solicitava o fim do inquérito aberto para apurar ataques e ofensas ao STF. Agora,o partido não quer o final do inquérito,que serviu para o ministro-relator,Alexandre de Moraes,acusar um rol de pessoas ligadas ao PR. E que a PGR quer suspender.;3153;17827,,,,,,,,,,,,,,,,,,,,,,,,,
1266837469292638208;2020-05-30 21:02:44;8. Estadão noticia que o subprocurador,Lucas Furtado,ingressou com uma representação para que o plenário do analise se a ação do grupo de servidores é financiada,ou não,por recursos públicos. O grupo teria 23 servidores na assessoria especial do gabinete presidencial.;3127;17980,,,,,,,,,,,,,,,,,,,,,,,,,,
1266836791597940739;2020-05-30 21:00:02;7. Estadão: a investigação do STF para apurar “fakenews” contra ministros da Corte pode chegar ao chamado “gabinete do ódio”,que trabalharia próximo ao PR e seria comandado por Carlos Bolsonaro. Faltando 45 dias p/ conclusão,o jornal já fala da intenção de prorrogar o inquérito;3248;18682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266835944923111428;2020-05-30 20:56:40;6. A acusação é a de que a chapa usou empresas para efetuar disparos em massa de mensagens com notícias falsas contra opositores. ?*- Estadão realça que esse seria o caminho mais próximo para retirá-los do Poder.*;3468;19545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266835827251916803;2020-05-30 20:56:12;5. Estadão e O Globo publicam,o pedido do ministro Og Fernandes,do TSE,para que a chapa Bolsonaro/Mourão se manifeste,em três dias,sobre a inclusão de informações do inquérito das fakenews em dois processos da Justiça Eleitoral,que questionam a diplomação dos dois.;3251;18778,,,,,,,,,,,,,,,,,,,,,,,,
1266835568685711361;2020-05-30 20:55:10;4. Nas primeiras páginas dos jornais,o pedido da PF para a prorrogação das investigações do inquérito,no âmbito do STF,que apura se o PR interferiu politicamente,ou não,na PF,segundo a acusação do ex-ministro Sérgio Moro. PF que ouvir oficialmente o PR sobre a denúncia.;3311;19087,,,,,,,,,,,,,,,,,,,,,,,,
1266835349789163521;2020-05-30 20:54:18;3. A notícia-crime foi protocolada na Corte depois do parlamentar dizer,em um vídeo publicado nas redes sociais,que não se trata de uma questão de “se”,e sim “quando” haverá uma ruptura político-institucional.;3495;20157,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266835163218092036;2020-05-30 20:53:34;2. O ministro do STF,Celso de Mello,fez um pedido de investigação contra o deputado federal Eduardo Bolsonaro,à Procuradoria Geral da República,por crime de incitação à subversão da ordem política ou social. A prática viola a Lei de Segurança Nacional.;3804;20937,,,,,,,,,,,,,,,,,,,,,,,,,,
1266835000772767744;2020-05-30 20:52:55;- TUDO APONTA PARA UMA CRISE:1. Primeiras páginas dos jornais abordaram com diferentes destaques,as decisões envolvendo a atuação do STF,da PF,do TCH e do TSE em relação ao governo Bolsonaro e seus aliados.;11498;53487,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266806815175716864;2020-05-30 19:00:55;Hoje,entre diversos compromissos e conversas,acompanhei,junto do @JusticaGovBR e @tarcisiogdf,uma das ações da @PRFBrasil,nominada de Operação Tamoios,na BR 060,entre o DF e Goiânia. Durante a Operação,que começou no dia 28,mais de 7,7TON de maconha foram apreendidas. https://t.co/sa6LHIDsLe;4669;22972,,,,,,,,,,,,,,,,,,,,
1266796938911010820;2020-05-30 18:21:40;@tarcisiogdf 🇧🇷🤝;874;12072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266781861721845760;2020-05-30 17:21:46;- Mais um vídeo de Alexandre de Moraes e as liberdades:. Link no YouTube: https://t.co/urQILkGQlm https://t.co/WD2kpLf1ua;10640;35913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266748034337198082;2020-05-30 15:07:21;- Como muitos profissionais,Nobel de Química e as consequências das medidas de isolamento. https://t.co/u50bCOdpj0;10138;37517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266518583439392768;2020-05-29 23:55:35;- Todos sabem que durante o mandato p/ o qual fui eleito,que vai até 2022,estão previstas apenas 2 vagas p/ o Supremo Tribunal Federal.- Conforme afirmei em “live”,e com todo o respeito que tenho pelo Senhor PGR,Augusto Aras,não cogito indicar o seu nome para essas vagas.;8654;62677,,,,,,,,,,,,,,,,,,,,,,,,,
1266101269975924744;2020-05-28 20:17:20;- Live com Ives Gandra: A politização no STF e a aplicação pontual da 142.https://t.co/lqIHJ5866w;10317;43980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265838419038605315;2020-05-28 02:52:51;- Estamos trabalhando para que se faça valer o direito à livre expressão em nosso país. Nenhuma violação desse princípio deve ser aceita passivamente!;20439;111480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265834878848860160;2020-05-28 02:38:47;- A liberdade de expressão segundo o Ministro Alexandre de Moraes. https://t.co/cLBRXX1sfM;17543;64500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265826739512541185;2020-05-28 02:06:27;- Ver cidadãos de bem terem seus lares invadidos,por exercerem seu direito à liberdade de expressão,é um sinal que algo de muito grave está acontecendo com nossa democracia.;23954;122656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265452997842219011;2020-05-27 01:21:20;- A partir de agora apenas inventarão.;5930;56230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265452995858358272;2020-05-27 01:21:19;- Globo,Folha e semelhantes decidiram não ir mais ao Alvorada para,em seguida,distorcer o que falo. Que pena! 👍;11270;89808,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265274707022151680;2020-05-26 13:32:52;- Sou Presidente porque a maioria do povo confiou em mim,assim como estou vivo porque Deus assim o permitiu. https://t.co/YKsOtn3jJM;12397;79787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264876099202408449;2020-05-25 11:08:56;- A garantia de um povo livre. https://t.co/kRXrJ7d9aC;14010;56833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264745310070484992;2020-05-25 02:29:14;RT @filgmartin: 1. A restrição americana à entrada de brasileiros nos EUA tem o mesmo propósito de medida análoga adotada ANTERIORMENTE pel…;4283;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264680440721481729;2020-05-24 22:11:28;- Qual o limite da Globo ? https://t.co/KFbOdUfx1d;20441;87542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264581995851591683;2020-05-24 15:40:17;https://t.co/kpuUIPuNTN;17437;82926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264361703166312448;2020-05-24 01:04:55;- Obrigado meus amigos Policiais Civis e Militares do Rio de Janeiro. https://t.co/ksjJNRLJwZ;18106;87014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264252918166892545;2020-05-23 17:52:39;@AmendoncaMJSP @PRFBrasil - Parabéns a todos pelo trabalho! 👍🇧🇷;2108;27287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264252550246797312;2020-05-23 17:51:11;RT @jairbolsonaro: Antes de chamar alguém de ditador ou autoritário,veja se ele tem a intenção de desarmar seu povo. Ninguém em sã consciê…;6430;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1263982791454318593;2020-05-22 23:59:15;""- """"Moderação na defesa da verdade é serviço prestado à mentira."""" Seguimos lutando pelo Brasil e pelo povo brasileiro. Boa noite a todos! 👍🇧🇷"";23813;139665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263945440623570944;2020-05-22 21:30:50;RT @gen_heleno: Nota à Nação Brasileira. https://t.co/aykS99h49K;31919;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263940112414580739;2020-05-22 21:09:40;- Brasil acima de tudo! 🇧🇷;27149;178284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263448923156422657;2020-05-21 12:37:51;Ouvindo as colocações dos mais humildes: https://t.co/hZNQKypSmw;8718;54140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263406956238307330;2020-05-21 09:51:05;4-O TCU autorizou contrato para Malha Paulista. R$ 6 bi em investimentos e mais de 10.000 empregos nos próximos 5 anos,mais que DOBRANDO a capacidade da ferrovia. O Brasil iniciará mais um capítulo para a maior revolução sob trilhos de sua história recente. @MInfraestrutura https://t.co/9ABS9AQ3Tj;2621;15867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263405192801812481;2020-05-21 09:44:05;3- 1.218 municípios já contam com o reforço de mais 3.314 médicos no atendimento a pacientes com Covid-19. O aumento no número de profissionais é resultado de duas primeiras chamadas do Edital nº 5/20,lançado emergencialmente como medida de enfrentamento à pandemia. @minsaude;2507;17174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263405012035735552;2020-05-21 09:43:22;2.3- Nesse contexto,foi desencadeada ação de conscientização ambiental com a distribuição de revista do Exército,cujo tema “Nosso Meio Ambiente” contribui para um maior esclarecimento e mudança de postura da população em relação aos ilícitos ambientais. @DefesaGovBr;1183;7273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263404727225720833;2020-05-21 09:42:14;2.2- Em apenas quatro dias de operação no MS,tropas do @exercitooficial apreenderam 206 kg de pasta-base de cocaína e cerca de 405,7 m³ de madeira. Juntos,os produtos somam mais de R$ 100 milhões. Os números são relativos às ações de 15 a 18 de maio,na região norte do estado. https://t.co/clItZBPBZE;1157;5215,,,,,,,,,,,,,,,,,,,,,,,,,,
1263404526876401664;2020-05-21 09:41:26;2.1- O @govbr,em 11/05 desencadeou a Operação Verde Brasil 2 que compreende RO,AC e o sul de AM. Até agora,R$4.031.041,72 de multas,embargados 825,84 hectares e aplicados 20 autos de infração,2.271,89 m³ de madeira apreendida,correspondente a R$ 1.135.948,05. https://t.co/IMIfEpiI0u;1236;5362,,,,,,,,,,,,,,,,,,,,
