id;created_at;text;retweet_count;favorite_count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281964222189056000;2020-07-11 14:51:02;G. Balanço divulgado pelo @minsaude inclui repasses de recursos para estruturação dos serviços de saúde,além de equipamentos,insumos e medicamentos para combater a Covid19. Confira todas as entregas no Portal Saúde e mais detalhes em nossa timeline: https://t.co/OTneXCZehB https://t.co/jrFnmo89bQ;1664;8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281963893208866818;2020-07-11 14:49:44;F. Recuperação de BRs abandonadas por governos anteriores e o compromisso de manutenção e expansão destas seguem a todo vapor esta semana: BR235/PI,319/AM,226/MA,463/MS,364/RO. Mais detalhes nas redes sociais do @MInfraestrutura @DNIToficial @tarcisiogdf @Marceloscf2 https://t.co/oqbzFk6DOt;2691;13308,,,,,,,,,,,,,,,,,,,,,,,,,,
1281963239308484608;2020-07-11 14:47:08;E. Organizando o transporte sobre hidrovias no Brasil. De forma inédita,foi criada uma classificação similar às BRs para identificar todas as rotas aquaviárias. Avanços que permitirão mais ações no setor. Parabéns à Diretoria de Infraestrutura Aquaviária do @DNIToficial https://t.co/d51AsjurVF;1220;6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281962665125052418;2020-07-11 14:44:51;D. O Porto de Itaguaí-RJ bateu recorde de faturamento mensal,c/ + de R$ 37 milhões. O valor corresponde à movimentação de carga no mês de junho/2020. Investimentos na variação de transportes estão mudando o o cenário deste setor no país. https://t.co/9nNiiJ115s @portosdobrasil https://t.co/YLgQbrVDhH;1189;5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281961659234488321;2020-07-11 14:40:51;C. A maior ferrovia da Amazônia,que vai tirar 1 mi de tonelada de CO2 da atmosfera por ano com substituição do transporte rodoviário e mudar forma como 🇧🇷 exporta grãos,acaba de ser protocolada no TCU.  Detalhes nas redes sociais do @MInfraestrutura @tarcisiogdf https://t.co/lQIA75I1Jm;1245;5474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281961045704224774;2020-07-11 14:38:25;B. Recursos do @mdregional_br p/ a Cooperativa de Apicultores e Agricultores Familiares de MG,que integra a Rota do Mel,possibilitou a aquisição de equipamentos e infraestruturas,beneficiando os produtos da apicultura mineira. Hj em processo de ampliação e exportação aos EUA. https://t.co/awswDHH818;1025;4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281960465187442688;2020-07-11 14:36:07;A. O @govbr atingiu 700 serviços digitalizados desde janeiro de 2019,gerando economia anual estimada em R$ 2,2 bilhões. O caminho é ter 100% dos serviços digitalizados até o final de 2022,o que gerará uma economia de R$ 38 bilhões em 5 anos. Detalhes https://t.co/DtKz7IGg4v;4950;25694,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281774731113517061;2020-07-11 02:18:04;- @govbr zera Imposto de Importação de medicamento para Atrofia Muscular Espinhal,que paralisa até o corpo todo. A Medida beneficia crianças de até 2 anos portadoras da doença. A desoneração do medicamento,um dos mais caros do mundo,trará nova esperança às crianças portadoras.;9728;52998,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281690527814037505;2020-07-10 20:43:29;@rogeriosmarinho 👍🏻🇧🇷;194;3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281683972049694720;2020-07-10 20:17:26;@AlWaslSC 👍🏻👍🏻👍🏻;463;8273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281561784621686784;2020-07-10 12:11:54;4- Projetos sendo estruturados para que estados possam atrair investidores e para que mais brasileiros tenham água limpa e esgoto tratado. O ministro do @MinEconomia,Paulo Guedes,falou desta prioridade,em evento em 2019,no @bndes . https://t.co/xLUOugx6yd https://t.co/ctStQowASL;2046;9561,,,,,,,,,,,,,,,,,,,,,,,,,,
1281561406811373568;2020-07-10 12:10:24;3- Entregues + 16km de 3a faixa na BR-262/MS e + 5km de nova pista. Já são 61km restaurados. Liberados também,últimos 9km de pista recuperada na BR-364/RO. 197km de restauração da estrada que é a principal integração do estado com a malha nacional. Detalhes no @MInfraestrutura . https://t.co/Yk1xQwJ4nK;1919;9402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281560569041035266;2020-07-10 12:07:04;2- O apoio financeiro elaborado pelo @govbr,em conjunto com a @EconomiaSepec,está ajudando as Micro e Pequenas Empresas. Juntos os programas Pronampe,o Fampe e o Pese já liberaram mais de R$9,71 bilhões em crédito. https://t.co/4ijPctLpuW;830;3744,,,,,,,,,,,,,,,,,,,,,,,,,,
1281559705148678144;2020-07-10 12:03:38;1- O @govbr liberou mais recursos para garantir a continuidade das obras do Ramal do Agreste e da Adutora do Agreste,em Pernambuco. Os 2 empreendimentos vão atender mais de 3,5 MILHÕES de pessoas em  91 cidades da região. @mdregional_br @rogeriosmarinho . https://t.co/lxS7IvPhqF https://t.co/EKmfKxyXyw;4204;20135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281361796964782086;2020-07-09 22:57:13;@CarlosNadalim 🇧🇷🤝;388;6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281337840941576192;2020-07-09 21:22:02;https://t.co/89SkrW13Zn;4420;26028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281162551708057600;2020-07-09 09:45:29;O nosso Governo não tem medido esforços para que empregos sejam preservados.;3602;28017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281162503586709504;2020-07-09 09:45:18;MANUTENÇÃO de EMPREGOS: o @BancodoBrasil bateu ontem o limite de R$ 3,7 bilhões em empréstimos do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte. 60 mil empresas contrataram o Pronampe por meio do BB,primeiro banco a esgotar 100% os recursos do Programa.;5930;37143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280923525860245505;2020-07-08 17:55:41;3- https://t.co/yFRXcybNac;1921;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280923459258929152;2020-07-08 17:55:25;2- https://t.co/cVOrK6eRVd;1899;10123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280923151929618432;2020-07-08 17:54:12;1- ALGUMAS AÇÕES DESDE JANEIRO DE 2019. Segue o fio! (Mais detalhes nas redes sociais da @secomvc ) https://t.co/jYGj7LpdXg;4605;20868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280903180432400387;2020-07-08 16:34:50;@matteosalvinimi Grazie! 👍🏻;594;10432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280902650540756993;2020-07-08 16:32:44;@narendramodi Muito obrigado por seus votos,estimado Primeiro-Ministro @narendramodi. Se Deus quiser,logo estarei plenamente recuperado para seguir trabalhando no estreitamento dos laços de amizade e cooperação entre o Brasil e a Índia.;1709;14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280901894802747392;2020-07-08 16:29:44;@ZelenskyyUa Thank you for your kind words and solidarity,President @ZelenskyyUa. Brazil and Ukraine are united by strong ties of friendship. I look forward to continue working with you for the well-being of our peoples.;898;8916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280849256593702918;2020-07-08 13:00:34;D- Aos que torcem contra a Hidroxicloroquina,mas não apresentam alternativas,lamento informar que estou muito bem com seu uso e,com a graça de Deus,viverei ainda por muito tempo. https://t.co/koydDXoHUT;9528;56969,,,,,,,,,,,,,,,,,,,,,,,,,,
1280849187580633094;2020-07-08 13:00:18;C- Nenhum país do mundo fez como o Brasil. Preservamos vidas e empregos sem propagar o pânico,que também leva a depressão e mortes. Sempre disse que o combate ao vírus não poderia ter um efeito colateral pior que o próprio vírus.;3936;28140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1280849125760794627;2020-07-08 13:00:03;""B- O nosso Governo atendeu a todos com recursos e meios necessários. Mais ainda",criamos meios para preservar empregos e auxiliamos com 5 parcelas de R$ 600,"00 um universo de 60 milhões de informais/""""invisíveis."""""";2465;15010",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280849019892314117;2020-07-08 12:59:38;A- Todas as medidas de isolamento adotadas por governadores e prefeitos sempre visaram retardar o contágio enquanto os hospitais se preparavam para receber respiradores e leitos UTIs.;7025;47112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280656326708862978;2020-07-08 00:13:56;- @AmendoncaMJSP @AmendoncaMJSP https://t.co/IplARQ6k4J;7475;42708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280528761910374401;2020-07-07 15:47:02;- Coletiva no Palácio do Alvorada - 07 JULHO de 2020. https://t.co/FCKPt1yh5l;3589;24211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280526051752513538;2020-07-07 15:36:16;RT @CarlosBolsonaro: . Detalhamento atualizado das ações diretas do @govbr frente à pandemia nos 26 estados e Distrito Federal. Segue o fio…;3430;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280442084877631488;2020-07-07 10:02:37;5- Novas concessões de Parques nacionais de Brasília e de São Joaquim (SC) estão incluídos no @ppinvestimentos. Objetivo é fazer parcerias para a prestação de serviços de apoio à visitação,à conservação,à proteção e à gestão das unidades. Detalhes: https://t.co/SirLK4uJKX https://t.co/rhydVw0VcD;1987;12146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280441791863558144;2020-07-07 10:01:27;4- BR-116/BA: construção de 2 pontes,13 viadutos e 12 passarelas previstas,as obras já geram 350 empregos. BR 392 e 158/RS: Trevo de Uglione e duplicações de trechos,melhorias da fluidez e escoamento dos produtos da região e país. Mais obras nas redes do @MInfraestrutura https://t.co/chGNg0AIpX;2586;14632,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280440170853122050;2020-07-07 09:55:00;3- O @mmeioambiente entrega lançamentos nas agendas de floresta e meio ambiente urbano,além de marcos no ecoturismo e bioeconomia. RESULTADOS! @rsallesmma . https://t.co/8fW91q0xMU https://t.co/xE57gW9Qwu;1519;8095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280439343665078272;2020-07-07 09:51:43;2- Nesta semana foi atinginda a marca de 10.383 ventiladores pulmonares produzidos,recuperadoros e distribuídos para o SUS. @minsaude / @EconomiaSepec .Saiba mais: https://t.co/XqvELGXjDJ https://t.co/29uaGEAgrW;1568;7714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280438849248821248;2020-07-07 09:49:45;1- Edifício “A Noite” será leiloado,em evento virtual que ocorrerá em agosto ou setembro. Localizado no RJ,é avaliado em cerca de R$ 90 milhões. Mais uma rodada das inúmeras ações de enxugamento dos gastos públicos e desperdício de dinheiro do pagador de impostos.@MinEconomia https://t.co/IVLXiRtTYw;6074;35214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280246062347927552;2020-07-06 21:03:41;- Sancionada hoje a Lei que instituiu o Programa Emergencial de Manutenção do Emprego e da Renda (MP-936)- Todos os benefícios serão custeados com recursos da União,operacionalizado e pago pelo @MinEconomia diretamente ao empregado.;6700;39863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280108019406299138;2020-07-06 11:55:09;E- Atualização do sistema indica que mais de 124 milhões de pessoas foram beneficiadas pelo Auxílio Emergencial. Em menos de 4 meses se desenvolve o maior programa de transferência direta de renda do mundo. @mincidadania @onyxlorenzoni . Mais informações  https://t.co/3wc5YNworF;1843;10497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280107624982360065;2020-07-06 11:53:35;D- Em meio à crise mundial,o Brasil dá sinais de retomada,trabalhando para atrair investimentos mundiais e empregos. Assim como em 2019,quando retomamos a confiança e investimentos recordes. Somos um dos países que + investiu na pandemia e um dos que + salvam vidas. https://t.co/ByNQdSs7Wt;2265;12146,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280107063943856129;2020-07-06 11:51:21;C- Desde o início da pandemia do coronavírus,o @minsaude já contratou 6.622 médicos para reforçar o atendimento à população nos postos de saúde de 2.127 municípios e 21 Distritos Sanitários Especiais Indígenas (DSEIs). @min_direitoshumanos @damaresalvesoficial1 . https://t.co/lZFFd2rweO;1034;4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280106754949472262;2020-07-06 11:50:08;B- O @DNIToficial finalizou as obras de manutenção e ampliação das bacias de manobra para navios maiores no Porto de Santos,agora com maior profundidade. O local é o maior terminal portuário do Brasil e rota de grande relevância para o comércio nacional e exterior. https://t.co/3mFu9NDzcR;995;4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280106174113816576;2020-07-06 11:47:49;A- Nos últimos dias,mais 6 operações de combate a supostos desvios de dinheiro do pagador de impostos deflagrando operações em mais vários estados do Brasil (AP,AM,DF,MG,PB,BA). Mais detalhes nas redes sociais da @CGUonline https://t.co/FNobAnkPD2;5015;24102,,,,,,,,,,,,,,,,,,,,,,,,
1279715301823844353;2020-07-05 09:54:38;4- Capacidade de testagem RT-PCR para Covid-19 na Rede Nacional de Laboratórios de Saúde Pública aumentou 869% desde o início da pandemia. O resultado de profissionais trabalhando,muitos funcionando 24 horas/dia,7 dias por semana,e da disponibilidade de insumos e equipamentos. https://t.co/kGGRj2OS7I;1839;9919,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279715067756511232;2020-07-05 09:53:42;3- O Governo Bolsonaro fechou o 1º semestre de 2020 com 39 entregas espalhadas por todas as regiões do Brasil. E já apresentado o cronograma com mais de 30 inaugurações até dezembro. Detalhes nas redes sociais do @MInfraestrutura @tarcisiogdf : https://t.co/lk9whjLF4H;2832;13870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279714128781770754;2020-07-05 09:49:58;2- O Brasil já concluiu mais de um terço das exigências para entrar na OCDE. Seguimos avançando! @govbr . https://t.co/hzeEzzhteg https://t.co/KgodyvogQn;1317;5710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279713312356384776;2020-07-05 09:46:44;1- Além do combate às queimadas,multas e apreensões de madeira ilegal,como divulgados em muitas postagens,lançado agora o Programa Floresta: foco exclusivo na conservação da mata nativa,alcance de todos os biomas com remuneração para quem protege. @mmeioambiente @rsallesmma : https://t.co/j8pplDpwKH;4502;21595,,,,,,,,,,,,,,,,,,,,,,,,,,
1279591395091775488;2020-07-05 01:42:16;- Apreensão de drogas pela @PRFBrasil .- Comparação entre os meses de maio e junho de 2019 e 2020 https://t.co/U86i3UrZJt;5569;31845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279518562386956294;2020-07-04 20:52:52;- I also want to greet my friend @realDonaldTrump for the courageous speech he delivered yesterday. Those were the words of a great statesman. May the legacy and the values ​​of the Founders of this great nation endure and be kept from the evil intentions of radicals.;2894;20579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279518506653024256;2020-07-04 20:52:38;- I'd like to congratulate President @realDonaldTrump and the people of the USA on the 244th anniversary of their independence. As the leaders of the two largest Western democracies,we work to advance the ideals of freedom,democracy and human dignity that this day represents.;5489;35587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279513184857141248;2020-07-04 20:31:30;- Também cumprimento meu amigo @realDonaldTrump pelo belíssimo e corajoso discurso do dia de ontem. Palavras de um grande estadista. Que o legado e os valores dos fundadores dessa grande nação permaneçam sólidos e jamais sejam apagados por radiciais.;3965;30036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279513126963216384;2020-07-04 20:31:16;- Gostaria de parabenizar o Presidente @realDonaldTrump e o povo dos EUA pelo 244º aniversário de sua Independência. Como líderes das duas maiores democracias ocidentais,trabalhamos para avançar os ideais de liberdade,democracia e dignidade humana que esta data representa.;7795;52196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279467679896797186;2020-07-04 17:30:40;- E a Hidroxicloroquina chegou a Porto Seguro/BA.- Parabéns Dra. Raissa Soares. https://t.co/Kd0p5G8sKO;8602;43740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279429220184338435;2020-07-04 14:57:51;B- O @govbr intensifica o trabalho de recuperação dos estragos causados. Que Deus conforte as famílias das vítimas desta e de toda situação que o país atravessa atualmente!;2276;15679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279428855153991681;2020-07-04 14:56:24;A- Desde mais uma catástrofe ocorrida no país,o @mdregional_br enviou equipes da Secretaria Nacional de Proteção e Defesa Civil ao estado de SC. Hoje,sobrevoamos a região com parlamentares e autoridades locais.;3790;23647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1279371980286943235;2020-07-04 11:10:24;""E- Reforço de 6.410 ventiladores pulmonares entregues pelo Governo Federal às redes de saúde de estados e municípios. 3.477 são ventiladores de UTI e 2.933 de transporte. RJ recebeu o maior número",com 814 respiradores; seguido por SP (766),"PA (406) e MG (389). @minsaude https://t.co/TSRTQxPr4J"";1905;9862",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279371866906525696;2020-07-04 11:09:57;D- A Catedral Imperial (Petrópolis-RJ) vai receber a maior restauração de sua história. As obras estão previstas para começar em agosto e a execução da empreitada contará com empresas e trabalhadores locais para incentivar a economia da cidade. Detalhes: https://t.co/hz6x4LdjJ4 https://t.co/Xqr84yaKNM;2643;14310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279371648790155265;2020-07-04 11:09:05;C-Liberadas as concessões de mais 22 aeroportos. Processo se desenvolve. Garantir investimentos privados para transformar nossos ativos e melhorar a qualidade do serviço ao usuário. @MInfraestrutura @tarcisiogdf . Detalhes dos locais anunciados no mapa: https://t.co/9RCJM7XnV7;1261;5664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279371289917116416;2020-07-04 11:07:39;B- Lançado pela @CGUonline @WRosarioCGU,painel dá transparência à aquisição de bens,insumos e serviços pela União,estados,DF e municípios para enfrentar a Covid-19. Ferramenta traz referencial de preços e auxilia o gestor na melhor compra. Saiba mais: https://t.co/wjgRiNEEfD https://t.co/L31hX9Lvd6;1076;4539,,,,,,,,,,,,,,,,,,,,,,,,,,
1279370570774306816;2020-07-04 11:04:48;A- Inaugurados mais 40 dessalinizadores do Programa Água Doce na Paraíba. São investimentos federais que vão levar água potável para 27 municípios do sertão paraibano substituindo os carros-pipa. Mais a caminho! @mdregional_br @rogeriosmarinho . https://t.co/8QZhhWYzps;6799;28055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279009295812698114;2020-07-03 11:09:13;C- O @JusticaGovBR @AmendoncaMJSP entregou 108 veículos para secretarias de Segurança Pública dos estados e do Distrito Federal. Os carros serão usados no Programa Nacional de Qualidade de Vida dos Profissionais da Segurança Pública. @tvbrasilgov . https://t.co/EGn33dpo65 https://t.co/KtHc2fOrSJ;1321;7615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279008585226354691;2020-07-03 11:06:24;B- Mais de 2,6 mil Instituições de Longa Permanência para Idosos em estados e municípios receberão ajuda financeira do Governo Federal para adotarem medidas de dignidade e enfrentamento de possíveis casos de covid-19. @DamaresAlves / @tvbrasilgov . https://t.co/Bnv1uevgW1 https://t.co/jSE5OANTEi;1602;9148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279007777231437824;2020-07-03 11:03:11;A- Pesquisadores brasileiros desenvolvem equipamento capaz de descontaminar de forma segura máscaras N95,usadas por profissionais de saúde. Via @mctic @Astro_Pontes / @tvbrasilgov . https://t.co/GAxaxccKYP https://t.co/iDIVlwNtHn;3683;18811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1278828973120794630;2020-07-02 23:12:41;""E- 500.000 unidades habitacionais entregues e mais 50.000 até o final do ano;F- PL das fakenews;G- MP do FutebolH- Recursos da União enviados a estados e municípios;I- ferrovias e muito mais detalhes."";2099;12792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1278828741200838657;2020-07-02 23:11:46;""- Live de toda quinta-feira com o Presidente (02/07/2020). https://t.co/fgEPXQqqDNTemas:A- Ajuda a SC devido a ciclone;B- auxílio à pequenas empresas;C- Mais detalhes sobre o auxílio-emergencial;D- Mais de 20.000 obras pelo Brasil desde 2019 (@mdregional_br );"";3063;17718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278790479044370442;2020-07-02 20:39:43;Parecer AGU JL-05 (jul/20) esclarece que escolas militares (EN,EsPCEx,EPCAR e CMs) são públicas p/ todos os fins,inclusive p/ acesso às universidades pelo SISU. Por analogia,as escolas militares de outros entes (PMs e CBMs) terão o mesmo tratamento que universidades federais.;5335;31318,,,,,,,,,,,,,,,,,,,,,,,,,,
1278718048426430465;2020-07-02 15:51:54;@CarlosNadalim 🇧🇷🤝;257;4670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278644336973012993;2020-07-02 10:59:00;6- Liberados Mais recursos para a continuidade de obras de abastecimento de água,esgotamento sanitário,manejo de águas pluviais e realização de estudos em cidades do Ceará,Maranhão,Pará,Paraíba,Santa Catarina,Sergipe e São Paulo. Detalhes no @mdregional_br https://t.co/fuUDbGMgGE;1685;9258,,,,,,,,,,,,,,,,,,,,,,,
1278643993027452928;2020-07-02 10:57:38;5- O @govbr lança 2 novas ferramentas de informações em tempo real e organização resíduos reutilizáveis no país. Antiga reivindicação do setor ambiental. Trabalho para melhorar a vida e saúde dos brasileiros. - burocracia e + praticidade a custo zero para o usuário. #LixãoZero https://t.co/y1JbHz5T6H;2026;10755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278642988739186688;2020-07-02 10:53:39;4- OperaçãoVerdeBrasil2  e OperaçãoCOVID19: mais apreensões de madeira ilegal na foz do Rio Tocantins,no Pará,e parceria interministerial leva mais atendimento de saúde aos indígenas de Roraima. https://t.co/4ja0Vx69pY https://t.co/1sTeqNqHc8;1005;4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278642684060729345;2020-07-02 10:52:26;3- Palmas-TO: entrega de 220 máquinas e equipamentos para 139 municípios do estado. Foram entregues 139 retroescavadeiras,80 pás carregadeiras e um gerador a diesel. Também serão concedidas 12 escavadeiras hidráulicas. Ação conjunta com a bancada do Estado. @secomvc https://t.co/uxTTZIGahk;1062;5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278642125492584448;2020-07-02 10:50:13;2- O @bndes aprovou financiamento de R$ 55,97 milhões para aquisição de mais testes sorológicos IgM e IgC de detecção do covid-19,além dos anunciados na nossa timeline diariamente. https://t.co/M9YBzMzsEJ;860;3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278640560564297730;2020-07-02 10:44:00;1- O Benefício Emergencial de Preservação do Emprego e da Renda (BEm) já realizou cerca de 12 mi de acordos individuais e coletivos. Até aqui,o investimento é de R$ 17,4 bi. Sudeste lidera,com 3,8 mi de acordos em SP,1,1 mi no RJ e 1 mi em MG. @brunobiancoleal @MinEconomia;4580;25171,,,,,,,,,,,,,,,,,,,,,,,,
"1278432978507530247;2020-07-01 20:59:08;""- Programas de Governo; o que já conseguimos cumprir","e como estaríamos se o outro lado tivesse ganho. Assista: https://t.co/ob41O9g2Kw"";3993;20300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278369364568309760;2020-07-01 16:46:22;- O Conselho Nacional de Política Energética estabeleceu diretrizes para que o etanol possa ser vendido das usinas diretamente para os postos de combustíveis.- A venda direta de etanol pode proporcionar maior concorrência no setor e baratear o preço dos combustíveis nas bombas.;9442;51332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278010980241494017;2020-06-30 17:02:16;Ferrovias avançam,cabotagem bate recordes,privatizações de aeroportos desincham o estado e qualificam o setor e estradas estão sendo finalizadas,expandidas e refeitas. Detalhes nas redes sociais do @MInfraestrutura,@portosdobrasil,@aviacaodobrasil  e @DNIToficial . https://t.co/mqMsFUMLXM;2955;15372,,,,,,,,,,,,,,,,,,,,,,,,,
1278010515932024837;2020-06-30 17:00:25;B- Águas do São Francisco,foco no sistema de dessanilização,perfurações de poços artesianos e mais projetos no Nordeste avançam. Depoimento de um senhor em Juazeiro do Norte /CE. https://t.co/ybIyP6dVDV;4174;21223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278009601020084225;2020-06-30 16:56:47;A. Publicado no DOU o Auxílio financeiro de R$3bi ao setor cultural e auxílio de R$600 ao artista informal. Aplicação é de responsabilidade de estados e municípios. Em contrapartida,deverão ser promovidas atividades a alunos de escolas públicas,ou p/a comunidade,gratuitamente.;5475;31642,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277718918824628224;2020-06-29 21:41:43;17. Hospital Universitário  de Brasília avança em pesquisa dos efeitos da covid-19 durante a gestação.18. Chegada do 27o voo fretado pelo Governo Federal com insumos. País já recebeu 165 milhões de máscaras cirúrgicas e do tipo N95. @MInfraestrutura;1923;12548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277718812104802304;2020-06-29 21:41:18;14. 87 mil testes distribuídos para o sistema penitenciário brasileiros.15. Inauguração de mais uma ala hospitalar indígena em Atalaia do Norte (AM). @DamaresAlves 16. Forças Armadas Especializadas treinam profissionais civis de saúde em emergência e cuidados intensivos.;2009;12745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277718410005274625;2020-06-29 21:39:42;11. Programa de informatização do SUS: R$ 4,6 milhões às equipes de 845 municípios. @minsaude 12. 105 milhões de brasileiros atendidos pelas equipes de Saúde na Família. @govbr 13. Ampliação de serviços de testagem. @secomvc;825;3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277717890020577280;2020-06-29 21:37:38;7. Número de recuperados supera os 697.500 brasileiros. @minsaude 8. 4.523 respiradores entregues em todas as regiões do país. @MInfraestrutura 9. R$ 251,4 milhões para reforçar centros de atendimento em 767 municípios.10. 8.940 leitos exclusivos para covid-19 habilitados;963;4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277717598851997696;2020-06-29 21:36:29;5. R$ 90 bilhões do auxílio emergencial já creditados. 64,1 milhões de brasileiros beneficiados. Muito mais que um programa Bolsa Família em menos de 3 meses de criado. @MinCidadania 6. @Caixa começou a pagar a 3a parcela do auxílio emergencial no sábado (27);917;3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277717342919802881;2020-06-29 21:35:28;2. R$ 495 milhões para empresas que atuam na área da superintendência  do Desenvolvimento do Nordeste. @MinEconomia 3. Medida do @BancoCentralBR estima liberar até R$ 55 bilhões para pequenas empresas4. 12 mil empreendedores atendidos pela linha emergencial do @bndes;947;4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277717138241982464;2020-06-29 21:34:39;MAIS AÇÕES DO @govbr EM PROL DOS BRASILEIROS NA ÚLTIMA SEMANA. MAIS DETALHES EXPOSTOS DIARIAMENTE EM NOSSAS REDES SOCIAIS: O BRASIL NÃO PODE PARAR!1. R$ 818,7 milhões para fortalecimento da Rede SocioAssistencial dos estados e municípios. @DHumanosBrasil;5354;29394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277669954515611648;2020-06-29 18:27:09;@Marceloscf2 @DNIToficial 🇧🇷🤝;248;4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277647967860768775;2020-06-29 16:59:47;- Itinga,Vale do Jequitinhonha/MG. https://t.co/1ni521RS2v;5351;27089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277603033044697088;2020-06-29 14:01:14;- O Brasil e a vacina contra a COVID-19. @minsaude https://t.co/GYKr0Qkg1d;5853;27957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277540631661903873;2020-06-29 09:53:16;- Por causa da pandemia o pai não pode ir à formatura do filho na PE.- Mas o jovem recebeu sua boina em casa. https://t.co/5FpFVClIqS;9566;60983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277336215910526977;2020-06-28 20:21:00;5- REGIÃO SUL: https://t.co/IelIpMVzL2;2173;10316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
